problem,answer,problem_image_1,problem_image_2,answer_image_1,answer_image_2
What impact did Irish missionaries have in Africa and/or Asia?,"Max. CM = 60
Max. OE = 40",,,,
What were the successes and failures of Lord Brookeborough as leader of Northern Ireland?,"Max. CM = 60
Max. OE = 40
NOTE: TWO elements (successes + failures) If only one, Max. CM = 50",,,,
How did the Coleraine University controversy and the Civil Rights movement affect Derry in the mid-to-late 1960s?,"Max. CM = 60
Max. OE = 40
NOTE: TWO elements (Coleraine + Civil Rights) If only one, Max. CM = 50",,,,
What was the importance of two of the following: the Sunningdale Agreement and the power-sharing executive (1973-1974); the Anglo-Irish Agreement (1985); the Downing Street Declaration (1993)?,"Max. CM = 60
Max. OE = 40
NOTE: TWO elements",,,,
"From your study of religion and culture in Northern Ireland, what did you learn about two of the following: cultural responses to the Troubles; ecumenism; Seamus Heaney?","Max. CM = 60
Max. OE = 40
NOTE: TWO elements",,,,
To what extent did the role of women change during the years 1949-1989?,"Max. CM = 60
Max. OE = 40",,,,
"During the years 1949-1957, how effective were Irish governments in tackling the problems they faced?","Max. CM = 60
Max. OE = 40",,,,
"What was the impact on the Irish economy of either the First Programme for Economic Expansion, 1958-1963, or membership of the EEC, 1973-1989?","Max. CM = 60
Max. OE = 40",,,,
"From your study of culture in the Republic of Ireland, what did you learn about two of the following: RTÉ; changes in education; changing attitudes to the Irish language?","Max. CM = 60
Max. OE = 40
NOTE: TWO elements If only one, Max. CM = 50",,,,
"During the years 1815-1871, how did the Germanic lands move from Confederation to Empire?","Max. CM = 60
Max. OE = 40",,,,
"Would you agree that Robert Peel was a more effective reformer than Robert Owen? Argue your case, referring to both.","NOTE: TWO elements (Peel + Owen)
If only ONE, Max. CM = 50
Max. CM = 60
Max. OE = 40",,,,
Why did attempts to unite Italy after 1852 succeed when earlier attempts had failed?,"NOTE: TWO elements (before + after 1852)
If only ONE, Max. CM = 50
Max. CM = 60
Max. OE = 40",,,,
"From your study of the history of science, 1815-1871, what did you learn about Charles Darwin and/or developments in electricity, biology and technology?","Max. CM = 60
Max. OE = 40",,,,
How did German foreign policy develop under Bismarck and/or Wilhelm II?,"Max. CM = 60
Max. OE = 40",,,,
"During the years 1870-1914, how did industry (including the motor car) develop, and how did industrial development affect society in Europe?","NOTE: TWO elements (develop + affect society)
If only ONE, Max. CM = 50
Max. CM = 60
Max. OE = 40",,,,
"During the years 1871-1914, what was the impact of anti-Semitism in France and Russia?","NOTE: TWO elements (France + Russia)
If only ONE, Max. CM = 50
Max. CM = 60
Max. OE = 40",,,,
"What social, economic and/or political problems faced Europe immediately after World War I?","Max. CM = 60
Max. OE = 40",,,,
"What were the key turning points of the Cold War in Europe, 1945-1989?","Max. CM = 60
Max. OE = 40",,,,
"During the years 1945-1992, how did the Western economies experience both prosperity and recession?","NOTE: TWO elements (prosperity + recession)
If only ONE, Max. CM = 50
Max. CM = 60
Max. OE = 40",,,,
How effective was Margaret Thatcher's leadership in domestic and foreign affairs?,"NOTE: TWO elements (domestic + foreign)
If only ONE, Max. CM = 50
Max. CM = 60
Max. OE = 40",,,,
Why did the life and work of Alexander Solzhenitsyn and/or Simone de Beauvoir give rise to controversy?,"Max. CM = 60
Max. OE = 40",,,,
"What were the main social and economic effects on Africa of European retreat from empire, 1945-1990?","Max. CM = 60
Max. OE = 40",,,,
Why did the Suez Crisis (1956) and/or the secession of Katanga from the Congo (1960-1965) acquire an international dimension?,"Max. CM = 60
Max. OE = 40",,,,
"To what extent did Britain and France become multi-racial societies, 1945-1990?","NOTE: TWO elements (Britain + France)
If only ONE, Max. CM = 50
Max. CM = 60
Max. OE = 40",,,,
How effective were two of the following in advancing his country's independence: Mohandas Gandhi; Achmad Sukarno; Ho Chi Minh?,"NOTE: TWO elements
If only ONE, Max. CM = 50
Max. CM = 60
Max. OE = 40",,,,
"How well did President Harry Truman handle the challenges he faced, 1945-1953?","Max. CM = 60
Max. OE = 40",,,,
Why did the Montgomery bus boycott take place and in what ways did it advance the cause of civil rights?,"NOTE: TWO elements (why + advance the cause)
If only ONE, Max. CM = 50
Max. CM = 60
Max. OE = 40",,,,
How did Betty Friedan and/or Marilyn Monroe reflect the changing role of women in US society?,"NOTE: TWO elements (Moon + Star Wars)
If only ONE, Max. CM = 50
Max. CM = 60
Max. OE = 40",,,,
"What was the significance of the moon landing, 1969, and of Star Wars?","Max. CM = 60
Max. OE = 40",,,,
