problem,answer,problem_image_1,problem_image_2,answer_image_1,answer_image_2
"Léirítear sa léaráid an réimse leictreach timpeall ar dhá sféar chomhiomanna A agus B a dtugtar
cainníochtaí difriúla luchta dóibh.
Cuimlítear éadach de shlat phlaisteach a dtagann lucht diúltach uirthi. Coinnítear an tslat ansin gar
do liathróid mhiotail neodrach atá ar crochadh ó shnáithe niolóin.
Talmhaítear an liathróid agus í gar don tslat atá luchtaithe go deimhneach.
Cén lucht a bhíonn fágtha ar an liathróid nuair a bhaintear an talmhú? Cosain do fhreagra.","deimhneach (fanann na luchtanna ar an liathróid)
ritheann na luchtanna diúltacha ar an liathróid chun talaimh",,,,
"Léirítear sa léaráid an réimse leictreach timpeall ar dhá sféar chomhiomanna A agus B a dtugtar
cainníochtaí difriúla luchta dóibh.
Cuimlítear éadach de shlat phlaisteach a dtagann lucht diúltach uirthi. Coinnítear an tslat ansin gar
do liathróid mhiotail neodrach atá ar crochadh ó shnáithe niolóin.
Tarraing léaráid chun dáileadh an luchta ar an liathróid a thaispeáint nuair a bhaintear an tslat.",Léaráid a léiríonn lucht a dháiltear go cothrom ar fud dhromchla na liathróide,,,,
"Léirítear sa léaráid an réimse leictreach timpeall ar dhá sféar chomhiomanna A agus B a dtugtar
cainníochtaí difriúla luchta dóibh.
Cuimlítear éadach de shlat phlaisteach a dtagann lucht diúltach uirthi. Coinnítear an tslat ansin gar
do liathróid mhiotail neodrach atá ar crochadh ó shnáithe niolóin.
Breac síos an t-aonad SI do lucht leictreach.",cúlóm / C,,,,
"Taispeántar sa léaráid ar dheis maighneád ar a bhfuil poil X agus Y ina luí ar fhráma atá suite ar
mheátán maise leictreonai ar a bhfuil léamh de 7.980 g. Is é 8.620g an léamh ar an meátán
nuair a shreabhann sruth I sa tsreang.
Mínigh an t-athrú sa léamh ar an meátán nuair a shreabhann sruth I sa tsreang.",tá fórsa anuas (ar an sreang) (rud a athraíonn an méáchan a thaifeadtar ar an meá),,,,
"Taispeántar sa léaráid ar dheis maighneád ar a bhfuil poil X agus Y ina luí ar fhráma atá suite ar
mheátán maise leictreonai ar a bhfuil léamh de 7.980 g. Is é 8.620g an léamh ar an meátán
nuair a shreabhann sruth I sa tsreang.
Le cabhair léaráide lipéadaithe, mínigh treo an fhórsa atá á fheidhmiú ar sheoltóir atá ag
iompar sruth i réimse maighnéadach.","trí shaighead atá ingearach lena chéile
fórsa lipéadaithe na saighde, lucht agus réimse maighnéadach
[tagairt do riail na clóicíge i gcás nach mbronntar aon mharcanna eile...(3)]",,,,
"Taispeántar sa léaráid ar dheis maighneád ar a bhfuil poil X agus Y ina luí ar fhráma atá suite ar
mheátán maise leictreonai ar a bhfuil léamh de 7.980 g. Is é 8.620g an léamh ar an meátán
nuair a shreabhann sruth I sa tsreang.
An pol thuaidh nó pol theas é X? Cosain do fhreagra.","cuaille thuaidh
treo cuaille thuaidh de lucht & fórsa ag gníomhú anuas / ciallaíonn sé sin réimse
maighnéadach ó X go Y",,,,
"Taispeántar sa léaráid ar dheis maighneád ar a bhfuil poil X agus Y ina luí ar fhráma atá suite ar
mheátán maise leictreonai ar a bhfuil léamh de 7.980 g. Is é 8.620g an léamh ar an meátán
nuair a shreabhann sruth I sa tsreang.
Tá feidhmiú galbhánaiméadair luailchorna bunaithe ar an bprionsabal a léirítear thuas.
Cad a thomhaistear le galbhánaiméadar luailchorna?",sruthanna beaga,,,,
"Taispeántar sa léaráid ar dheis maighneád ar a bhfuil poil X agus Y ina luí ar fhráma atá suite ar
mheátán maise leictreonai ar a bhfuil léamh de 7.980 g. Is é 8.620g an léamh ar an meátán
nuair a shreabhann sruth I sa tsreang.
Tá feidhmiú galbhánaiméadair luailchorna bunaithe ar an bprionsabal a léirítear thuas.
Le cabhair léaráide, taispeáin conas is féidir galbhánaiméadar a chur in oiriúint lena úsáid mar
voltmhéadar luailchorna.","léaráid le galbhánaiméadar
i sraith le friotóir/iolraitheoir mór",,,,
"Léirítear sa léaráid ar dheis an cuar meatha de shubstaint radaighníomhach áirithe.
Cén téarma a úsáidtear le cur síos ar an am a ghlacann sé go laghdóidh ghníomhaíocht (ráta
comhairimh) iseatóip radaighníomhaigh de 50%?",leathré,,,,
"Léirítear sa léaráid ar dheis an cuar meatha de shubstaint radaighníomhach áirithe.
Úsáid an graf chun an t-am seo a aimsiú.","2200 ÷ 2 =1100
2 s
[gan aonad nó aonad mícheart (−1)]",,,,
"Léirítear sa léaráid ar dheis an cuar meatha de shubstaint radaighníomhach áirithe.
Réamh-mheas luach ráta an chomhairimh tar éis 1.5 s ón am ar cuireadh tús leis na tomhais.",≈1300 (comhaireamh in aghaidh an tsoicind),,,,
"Léirítear sa léaráid ar dheis an cuar meatha de shubstaint radaighníomhach áirithe.
Cá fhad a ghlacfaidh sé go laghdóidh an ráta chomhairimh de 75%?","2 x leathré        // 2200 ÷ 4 = 550
4 s
[gan aonad nó aonad mícheart (−1)]",,,,
"Léirítear sa léaráid ar dheis an cuar meatha de shubstaint radaighníomhach áirithe.
Tomhaiseann delta an leibhéal radaíochta a astaitear ó fhoinse radaighníomhach. Cuireann sé
brathadóir gar don fhoinse agus cuireann sé ionsúirí difriúla idir an fhoinse agus an brathadóir.
Fuarthas nach n-astaíonn an fhoinse ach dhá chineál radaíochta.
Tá na torthaí sa tábla thíos.
Maolaire       dada     páipéar 0.1 mm    alúmanam 3mm    luaidhe 100 mm
Comhairimh in aghaidh an nóiméid    125       73                  73                10
Cé acu dhá cheann de na cineálacha radaíochta atá á n-astú ón bhfoinse? Cosain do fhreagra.","alfa
gamma
alfa: radaíocht stoptha ag páipéar 0.1 mm
gáma: radaíocht stoptha ag 100 mm luaidhe",,,,
Cé mhéad móilín atá in 6g de ghás N$_2$?,"($\frac{6}{28}$) / 0.214 (mól)
0.214 x 6x10$^{23}$ = 1.29× 10$^{23}$ (móilíní)",,,,
"Léiriú mícheart atá sa léaráid ar dheis ar na 4 leictreon sheachtracha san fho-leibhéal 2p
d'adamh neodrach.
Cén fáth ar léiriú mícheart é?","chun a bheith san fhithiseán céanna ní mór guairní malartacha a bheith ag dhá
leictreon",,,,
"Léiriú mícheart atá sa léaráid ar dheis ar na 4 leictreon sheachtracha san fho-leibhéal 2p
d'adamh neodrach.
Cóipeáil agus scríobh síos an léiriú ceart.",[4+2],,,,
"Cuireann tacar na gcandamuimhreacha [3, 1, 0,$\frac{1}{2}$] síos ar cheann de na leictreoín in
Cé acu de na randamuimhreacha a chuireann síos orthu seo
cruth an fhithiseáin ina bhfuil an leictreon,",1,,,,
"Cuireann tacar na gcandamuimhreacha [3, 1, 0,$\frac{1}{2}$] síos ar cheann de na leictreoín in
Cé acu de na randamuimhreacha a chuireann síos orthu seo
fuinneamh an leictreoín san fhithiseán sin?",3,,,,
"Tá an lion céanna leictreon ag na hiain F$^-$ agus Mg$^{2+}$ araon.
Cé acu ceann ag a bhfuil an ga is mó? Cosain do fhreagra.","F$^-$
Tá lucht núicléach níos mó ag Mg$^{2+}$ (rud a tharraingíonn na leictreoín isteach níos gaire don
núicléas",,,,
"Mínigh cén fáth a bhfuil méid na nascuillinne in uisce níos lú ná méid na nascuillinne in
amóinia.","Tá dhá dhís aonair ag H$_2$O / tá dís aonair amháin ag NH$_3$
Tá an t-éaradh idir dhá dhís aonair níos mó ná an t-éaradh idir dís aonair agus dís nascach /
lp:lp éaradh>lp:bp éaradh",,,,
Sainmhínigh leictridiúltacht.,"tomhas ar tharraingt / fórsa nó cumhacht na tarraingthe / tarraingt choibhneasta (atá ag
adamh i móilín)le haghaidh phéire roinnt leictreon / leictreoín i nasc comhfhiúsach",,,,
Cad is caitian ann?,ian / adamh luchtaithe go deimhneach a bhfuil leictreon / leictreoín caillte aige,,,,
Cothromaigh an chothromóid a leanas:    FeSO$_4$ → Fe$_2$O$_3$ + SO$_2$ + SO$_3$,2FeSO$_4$→ Fe$_2$O$_3$ + SO$_2$ +SO$_3$,,,,
Breac síos dlí Hess.,"athrú teasa le haghaidh imoibrithe        // suim ailgéabrach d'athruithe teasa cothrom le
Neamhspleách ar an gconair a leantar // athrú teasa le haghaidh imoibrithe ar slí i gcéim
amháin
[scaoileadh seachas athrú..(-1)]",,,,
"Tá 2 phróitón níos mó agus 3 neodrón níos mó ag adamh ná mar atá ag adamh $^{56}_{26}$Fe.
sainaithin an t-adamh.",   Ni,,,,
"Tá 2 phróitón níos mó agus 3 neodrón níos mó ag adamh ná mar atá ag adamh $^{56}_{26}$Fe.
luaigh a uimhir adamhach agus a mhaisuimhir.","   28, 61",,,,
Cé mhéad gram d'alúmanam (Al) atá in 50g de Al$_2$O$_3$?,"Tá 54g de Al in 102g de Al$_2$O$_3$
Tá 26.47g de Al in 50g",,,,
"Scrúdaigh na comhdhúile sa liosta a leanas:CaO,Al$_2$O$_3$,SO$_2$,HCl,NH$_3$,CH$_4$
Sainaithin ón liosta
ocsaíd aigéadach",   SO$_2$,,,,
"Scrúdaigh na comhdhúile sa liosta a leanas:CaO,Al$_2$O$_3$,SO$_2$,HCl,NH$_3$,CH$_4$
Sainaithin ón liosta
hidrίd ag a bhfuil tuaslagacht ίseal in uisce.",   CH$_4$,,,,
"Scrúdaigh na comhdhúile sa liosta a leanas:CaO,Al$_2$O$_3$,SO$_2$,HCl,NH$_3$,CH$_4$
Sainaithin ón liosta
hidrίd bhunata.",   NH$_3$,,,,
"Próiseas coitianta creimthe is ea meirgiú iarainn. Cén dá shubstaint a chaithfidh a bheith i
láthair chun imoibriú leis an iarann le linn phróiseas an mheirgthe?","uisce, ocsaigin",,,,
Scríobh foirmle an aigéid ag a bhfuil an bun comhchuingeach H$_2$PO$_4^-$,   H$_3$PO$_4$,,,,
"Scríobh foirmle an bhuin
ag a bhfuil an t-aigéad comhchuingeach H$_2$O.",   OH$^-$,,,,
"Móilín cobhsaí is ea beinséin mar go bhfuil leictreoín dhílógánaithe i láthair ann.
Cad is brí le leictreoín dhílógánaithe?","leictreoín roinnte idir go leor adamh / leictreoín nach mbaineann le nasc comhfhiúsach
amháin / leictreoín ag gluaiseacht idir adaimh",,,,
"Idirdhealaiġh idir hidreacarbóin sháithithe agus hidreacarbóin neamhsháithithe.
(níl ach) naisc aonair (idir na hadaimh charbóin) sna cinn sáithithe",Tá nasc dúbailte nó nasc triarach (idir na hadaimh charbóin) sna cinn neamhsháithithe,,,,
"Foirmítear eistir nuair a imoibríonn alcóil le haigéid charbocsaileacha.
Cén (i)",   CH$_3$OH /meatánól,,,,
"Foirmítear eistir nuair a imoibríonn alcóil le haigéid charbocsaileacha.
aigéad carbocsaileach a imoibríonn chun an t-eistear HCOOCH$_3$ a fhoirmiú?",   HCOOH /aigéad meatánóch,,,,
Tarraing foirmle struchtúrach 3-meitiól-búit-1-éin.,"nasc dúbailte san áit cheart
Grúpa CH$_3$ceangailte le C ceart agus líon na Hanna ceart agus san áit cheart",,,,
Sainmhínigh fuinneamh céadianúcháin dúile.,"an t-íosmhéid fuinnimh a theastaíonn
chun an leictreon is scaoilte nó is forimeallai a bhaint
de mhól amháin adaimh (ina staid ghásach neodrach)
[an t-íosmhéid a fhágtar ar lár ..(−1), mól amháin fágtha ar lár..(−1)]",,,,
"Cuireann an chothromóid a leanas síos ar an bpróiseas a tharlaíonn nuair a thomhaistear fuinneamh
céadianúcháin sóidiam:
Na$_{(g)}$ → Na$^+_{(g)}$ + e$^-$
Scríobh chothromóid le cur síos ar an bpróiseas a tharlaíonn nuair a thomhaistear fuinneamh an
dara hianúcháin ag sóidiam.","Na$_{(g)}$→ Na$^{2+}_{(g)}$ + e$^-$
[cuir na siombailí atá fágtha ar lár in iúl ..(−1)]",,,,
"Taispeántar ar dheis an chéad deich fhuinnimh ianúcháin chomhleantacha den eilimint X.
Mínigh an fáth a bhfuil méadú chomh mór sin fuinnimh ón cúigiú go dtí an séú fuinneamh
ianúcháin.",tá an séú leictreon á bhaint de scaill iomlán/leibhéal fuinnimh atá cobhsaí,,,,
"Taispeántar ar dheis an chéad deich fhuinnimh ianúcháin chomhleantacha den eilimint X.
Úsáid an graf leis an méadú fuinnimh seo a mheas.",15000 kJ mol$^{-1}$,,,,
"Taispeántar ar dheis an chéad deich fhuinnimh ianúcháin chomhleantacha den eilimint X.
Ainmnigh dúil X más i bpeiriad 3 den tábla peiriadach atá sí. Cosain do fhreagra.","P/ fosfar
Tá 5 leictreon ag P (atá i dtréimhse 3 agus) ina phríomhleibhéal fuinnimh n=3 nó ina
phríomhleibhéal fuinnimh sheachtraigh",,,,
"Taispeántar ar dheis an chéad deich fhuinnimh ianúcháin chomhleantacha den eilimint X.
Cé mhéad fuinneamh ianúcháin san iomlán a bheidh ag an dúil X seo?",15 fhuinneamh ianúcháin,,,,
"Taispeántar ar dheis an chéad deich fhuinnimh ianúcháin chomhleantacha den eilimint X.
Scríobh an chumraíocht leictreonach s,p de dhúil X.","1s$^2$ 2s$^2$2p$^6$
3s$^2$ 3p$^3$ / 3s$^2$ 3p$_x$1 3p$_y$1 3p$_z$1",,,,
"Taispeántar ar dheis an chéad deich fhuinnimh ianúcháin chomhleantacha den eilimint X.
Cad é an fuinneamh ianúcháin is lú a bhainfidh leictreon ó fho-leibhéal iomlán?
Mínigh do fhreagra.","~5000 kJ mol$^{-1}$
an ceathrú fuinneamh ianúcháin",,,,
Cad is iosatóip ann?,"adaimh a bhfuil na dúile céanna agus an líon céanna prótón / an uimhir adamhach chéanna
acu
// ach uimhreacha difriúla neodrón /maisuimhreacha difriúla",,,,
Sainmhínigh mais adamhach choibhneasta.,"meánmhais adaimh dúile
agus a bhfuirse a cur san áireamh
i gcoibhneas le $\frac{1}{12}$mais iseatóp C-12
[an meánmhéid a fhágtar ar lár ..(−1)]",,,,
"Tá ceithre iseatóp i sampla de chróimiam ag a bhfuil mais adamhach choibhneasta 52.09.
Tugtar sa tábla thíos an mhaisuimhir agus an % líonmhaireachta de thrí cinn de na hiseatóip.
maisuimhir           52            53            54
% líonmhaireachta     82.8         10.9         2.7
Aimsigh
   % líonmhaireachta an cheathrú iseatóip,",100 − (82.8 + 10.9 + 2.7) = 3.6%,,,,
"Tá ceithre iseatóp i sampla de chróimiam ag a bhfuil mais adamhach choibhneasta 52.09.
Tugtar sa tábla thíos an mhaisuimhir agus an % líonmhaireachta de thrí cinn de na hiseatóip.
maisuimhir           52            53            54
% líonmhaireachta     82.8         10.9         2.7
Aimsigh
   maisuimhir an cheathrú iseatóip.","52(0.828) + 53(0.109) + 54(0.027) + x(0.036) = 52.09
x = 50",,,,
Cad is tuaslagán mólárach ann?,"tuaslagán ina bhfuil 1 mhól de thuaslagáit
in 1 lítear den tuaslagán",,,,
Conas a d'fhéadfá móláracht tuaslagáin ar leith a athrú?,"tríd an gcóimheas idir na móil tuaslagáite agus toirt an tuaslagóra a athrú / cuir níos mó
tuaslagáite leis",,,,
"Tá 1.96g de H$_2$SO$_4$ i lítear amháin de thuaslagán de H$_2$SO$_4$.
Ríomh móláracht an tuaslagáin.",$\frac{1.96}{98} = 0.02$(móil in aghaidh an lítir),,,,
"Tá 1.96g de H$_2$SO$_4$ i lítear amháin de thuaslagán de H$_2$SO$_4$.
Ríomh an pH i dtuaslagán de H$_2$SO$_4$ ina bhfuil 1.96g i lítear amháin den tuaslagán.","2 x 0.02 / 0.04 // pH = -log[H$^+$]
pH = -log (0.04) = 1.4",,,,
"Chun tiúchan an amóinia i dtáirge glantacháin tí a aimsiú, rinne ceimiceoir 20cm$^3$ den táirge a chaolú go
500cm$^3$ agus úsáid á baint as uisce dí-ianaithe.Rinneadh codanna 25cm$^3$ den tuaslagán caolaithe a
thoirtmheascadh le 0.15M H$_2$SO$_4$.
Is ann d'amóinia (NH$_3$) i dtuaslagán mar hiodrocsaíd amóinia (NH$_4$OH), ar bun lag é.
Tarlaíonn an t-imoibriú seo thíos le linn an toirtmheasctha seo:
2NH$_4$OH    +    H$_2$SO$_4$    →    (NH$_4$)$_2$SO$_4$    +    2H$_2$O
Ainmnigh píosa trealaimh a úsáideadh chun an caolú a dhéanamh go cruinn.",fleascán toirtmhéadrach/pipéad /buiréad,,,,
"Chun tiúchan an amóinia i dtáirge glantacháin tí a aimsiú, rinne ceimiceoir 20cm$^3$ den táirge a chaolú go
500cm$^3$ agus úsáid á baint as uisce dí-ianaithe.Rinneadh codanna 25cm$^3$ den tuaslagán caolaithe a
thoirtmheascadh le 0.15M H$_2$SO$_4$.
Is ann d'amóinia (NH$_3$) i dtuaslagán mar hiodrocsaíd amóinia (NH$_4$OH), ar bun lag é.
Tarlaíonn an t-imoibriú seo thíos le linn an toirtmheasctha seo:
2NH$_4$OH    +    H$_2$SO$_4$    →    (NH$_4$)$_2$SO$_4$    +    2H$_2$O
Luaigh buntáiste a bhaineann leis an táirge glantacháin a chaolú roimh an toirtmheascadh.",toirt níos lú ( de H$_2$SO$_4$) ag teastáil / tuaslagán níos lú tiúbhaithe (de H$_2$SO$_4$ ) ag teastáil,,,,
"Cuireadh an H$_2$SO$_4$ sa bhuiréad agus tonnadóir in úsáid.
Cén fáth ar baineadh úsáid as tonnadóir?",chun a chinntiú go dtéann an tuaslagán go léir isteach sa bhuiréad/cosc ar dhoirteadh,,,,
"Cuireadh an H$_2$SO$_4$ sa bhuiréad agus tonnadóir in úsáid.
Cén fáth ar chóir an tonnadóir a bhaint sula dtógtar léamha?","d'fhéadfadh cuid den tuaslagán a bheith gafa, rud a d'fhéadfadh cur isteach ar an
léitheoireacht nialasach",,,,
"Cuireadh an H$_2$SO$_4$ sa bhuiréad agus tonnadóir in úsáid.
Luaigh buntáiste a bhaineann le fleascán cónúil a úsáid seachas eascra le linn an toirtmheasctha.","cuireann béal caol cosc ar chaillliúint tuaslagáin mar gheall ar stealladh / suaitheadh gan
stealladh",,,,
"Rinneadh an taobh istigh den fhleascán a ní le huisce dí-ianaithe le linn an toirtmheasctha.
Mínigh cén fáth nach bhfaightear toradh míchruinn dá bharr seo.",ní athraítear líon na mól de NH$_4$OH nó H$_2$SO$_4$ sa fhleascán,,,,
"Taispeántar trí chuar toirtmheasctha A, B agus C thíos.
Cé acu cuar a d'fhéadfadh an toirtmheascadh thuas a léiriú? Cosain do fhreagra.","C
bonn lag agus aigéad láidir in úsáid",images/physics_and_chemistry/problem/9b_vii.png,,,
"Taispeántar trí chuar toirtmheasctha A, B agus C thíos.
Ainmnigh táscaire oiriúnach don toirtmheascadh seo.",oráiste meitile,,,,
"Taispeántar trí chuar toirtmheasctha A, B agus C thíos.
Cén t-athrú datha a tharlaíonn ag an gcríochphointe?","buí go
bándearg/dearg
[dathanna cearta aisiompaithe.....3]",,,,
"Taispeántar trí chuar toirtmheasctha A, B agus C thíos.
Úsáid do rogha cuair le míniú cén fáth arb é an táscaire seo an ceann is oiriúnaí don toirtmheascadh
seo.","athraíonn oráiste meitile dath sa raon 3-5 atá comhthráthach le
críochphointe an toirtmheasctha / tá an chríochphointe faoi bhun pH 6 / athrú datha i
gcomhthráth le
hardú géar sa ghraf / tá oráiste meitile oiriúnach le haghaidh toirtmheascadh d'aigéad láidir a
bhfuil bonn lag aige",,,,
"Ar an meán, bhí 13.2cm$^3$ de 0.15M H$_2$SO$_4$ ag teastáil chun na codanna 25cm$^3$ den tuaslagán caolaithe de
NH$_4$OH a neodrú.
Ríomh
   tiúchan an tuaslagáin chaolaithe de NH$_4$OH ina móil in aghaidh an lítir,","$\frac{M_1V_1}{n_1} = \frac{M_2V_2}{n_2}$
$\frac{13.2×0.15}{1} = \frac{25×M_2}{2}$
$M_2 = 0.1584$ (móil in aghaidh an lítir)
nó
Móil H$_2$SO$_4$in 13.2cm$^3$ de 0.15M H$_2$SO$_4$ = (13.2×0.15 /1000) = 1.98×10$^{-3}$
Móil NH$_4$OH in 25 cm$^3$ = 2×1.98×10$^{-3}$ =3.96×10$^{-3}$
Móil NH$_4$OH in 1l = 0.1584",,,,
"Ar an meán, bhí 13.2cm$^3$ de 0.15M H$_2$SO$_4$ ag teastáil chun na codanna 25cm$^3$ den tuaslagán caolaithe de
NH$_4$OH a neodrú.
Ríomh
   mólaracht an tuaslagáin bhunaidh,",0.1584× 25 = 3.96 mhól in aghaidh an lítir,,,,
"Ar an meán, bhí 13.2cm$^3$ de 0.15M H$_2$SO$_4$ ag teastáil chun na codanna 25cm$^3$ den tuaslagán caolaithe de
NH$_4$OH a neodrú.
Ríomh
   mais an amóinia (NH$_3$) in aghaidh 100cm$^3$ de thuaslagán an táirge ghlantacháin.",3.96 x 17 = 67.32g in aghaidh an lítir=6.73 (g in aghaidh 100cm$^3$ ),,,,
Cad is ea an tsraith leictriceimiceach?,"liosta dúl atá eagraithe in ord
a gclaonadh leictreoín a chailliúint/ dá bpóitéinsil chaighdeánacha leictreoidí / éascaíocht
laghdaithe ocsaídiúcháin.",,,,
"Seo a leanas liosta miotal agus iad leagtha amach in ord méadaitheach a gcumais chun feidhmiú mar
ocsaideoir:
K        Mg        Zn        Fe        Ni        Pb
Cad is ocsaideoir ann i dtéarmaí trasghur leictreon?",faigheann sé leictreoín,,,,
"Seo a leanas liosta miotal agus iad leagtha amach in ord méadaitheach a gcumais chun feidhmiú mar
ocsaideoir:
K        Mg        Zn        Fe        Ni        Pb
Mínigh an fáth ar drochocaideoir é potaisiam (K).","tá leictreon amháin (ag potaisiam) ina sceall is forimeallai / a bhfuil claonadh aige é
a chailleadh",,,,
"Seo a leanas liosta miotal agus iad leagtha amach in ord méadaitheach a gcumais chun feidhmiú mar
ocsaideoir:
K        Mg        Zn        Fe        Ni        Pb
Cé acu de na miotail lena fhoirmeoidh an ocsaíd is lú cobhsaíocht? Mínigh do fhreagra.","Pb
is lú claonadh atá aige leictreoín a thabhairt uaidh / is ísle ar an liosta",,,,
"Is gnách leis an miotal caidmiam iain Cd$^{2+}$ a fhoirmiú. Nuair a chuirtear stiall de mhiotal sinc i dtuaslagán
de CdCl$_2$, síl-deasctar miotal caidmiam ar an stiall. Nuair a chuirtear stiall de mhiotal caidmiam i
dtuaslagán de Ni(NO$_3$)$_2$,síl-deasctar miotal nicile ar an stiall.
Scríobh cothromóid chun iad seo a leanas a léiriú:
an t-imoibriú idir CdCl$_2$ agus sinc,","CdCl$_2$ + Zn
→ Cd + ZnCl$_2$",,,,
"Is gnách leis an miotal caidmiam iain Cd$^{2+}$ a fhoirmiú. Nuair a chuirtear stiall de mhiotal sinc i dtuaslagán
de CdCl$_2$, síl-deasctar miotal caidmiam ar an stiall. Nuair a chuirtear stiall de mhiotal caidmiam i
dtuaslagán de Ni(NO$_3$)$_2$,síl-deasctar miotal nicile ar an stiall.
Scríobh cothromóid chun iad seo a leanas a léiriú:
an t-imoibriú idir caidmiam agus Ni(NO$_3$)$_2$.","Cd + Ni(NO$_3$)$_2$
→ Ni + Cd(NO$_3$)$_2$",,,,
"Is gnách leis an miotal caidmiam iain Cd$^{2+}$ a fhoirmiú. Nuair a chuirtear stiall de mhiotal sinc i dtuaslagán
de CdCl$_2$, síl-deasctar miotal caidmiam ar an stiall. Nuair a chuirtear stiall de mhiotal caidmiam i
dtuaslagán de Ni(NO$_3$)$_2$,síl-deasctar miotal nicile ar an stiall.
 Cén chonclúid is féidir a bhaint as suíomh an chaidmiam sa liosta miotal thuas?","Cosain do fhreagra.
isgann caidmiam tar éis Zn sa liosta agus roimh nicil / Zn, Cd, Ni
díláithríonn sinc caidmiam as a shalann /díláithríonn caidmiam nicil as a salann",,,,
"I 2022, thug Bus Éireann busanna leictreacha isteach agus iad á gcumhachtú ag cealla breosla
hidrígine.Tugtar gás hidrígine (H$_2$) isteach ag leictreoid X agus gás ocsaigine (O$_2$) ón aer ag leictreoid Y mar a
thaispeántar.
Is leictreoid támha iad agus scartár óna chéile iad le scannán leictrilíte a ligeann do na hiain H$^+$ dul tríd ach a
choscann leictreoín. Gabhann na leictreoín trí chiorcad seachtrach agus táirgtear sruth dá thoradh.
Is iad na himoibrithe ceimiceacha atá i gceist ná a mhalairt de na himoibrithe a bhaineann le leictrealú uisce.
Tarlaíonn an t-imoibriú thíos ag leictreoid Y:
O$_{2(g)}$ + H$^+$ + e$^-$ → H$_2$O$_{(l)}$
Cóipeáil agus cothromaigh an chothromóid.","O$_{2(g)}$ +4H$^+_{(g)}$ + 4e$^-$ →
2H$_2$O$_{(l)}$",,,,
"I 2022, thug Bus Éireann busanna leictreacha isteach agus iad á gcumhachtú ag cealla breosla
hidrígine.Tugtar gás hidrígine (H$_2$) isteach ag leictreoid X agus gás ocsaigine (O$_2$) ón aer ag leictreoid Y mar a
thaispeántar.
 Scríobh chothromóid don imoibriú atá ag tarlú ag leictreoid X.","2H$_{2(g)}$
→ 4H$^+_{(g)}$ + 4e$^-$",,,,
"I 2022, thug Bus Éireann busanna leictreacha isteach agus iad á gcumhachtú ag cealla breosla
hidrígine.Tugtar gás hidrígine (H$_2$) isteach ag leictreoid X agus gás ocsaigine (O$_2$) ón aer ag leictreoid Y mar a
thaispeántar.
Cé acu leictreoid an anóid? Cosain do fhreagra.","X
Tarlaíonn ocsaidiú ag an anóid/ cailltear leictreoín ag an anóid",,,,
"I 2022, thug Bus Éireann busanna leictreacha isteach agus iad á gcumhachtú ag cealla breosla
hidrígine.Tugtar gás hidrígine (H$_2$) isteach ag leictreoid X agus gás ocsaigine (O$_2$) ón aer ag leictreoid Y mar a
thaispeántar.
Foirmíonn cill bhreosla 0.2 mól d'uisce.
Ríomh cé mhéad
an líon faraidéanna leictreachais a thraschuirtear,",0.4 mhól de leictreoín => 0.4 (Faraidéanna),,,,
"I 2022, thug Bus Éireann busanna leictreacha isteach agus iad á gcumhachtú ag cealla breosla
hidrígine.Tugtar gás hidrígine (H$_2$) isteach ag leictreoid X agus gás ocsaigine (O$_2$) ón aer ag leictreoid Y mar a
thaispeántar.
Foirmíonn cill bhreosla 0.2 mól d'uisce.
Ríomh cé mhéad
an líon cúlóm luchta a shreabhann.",0.4 x 96485.3383 = 38594.13532/ 38594(C),,,,
"Sainaithin na comhdhúile A, B, C & D mar chomhdhúile alafatacha nó mar chomhdhúile
aramatacha.","aramatacha: A & D
alafatach: B & C",,,,
 Scríobh foirmle mhóilíneach do chomhdhúil B.,C$_4$H$_{12}$,,,,
"Ainmnigh an tsraith homalógach de gach ceann de na comhdhúile a bhfuil na feidhmghrúpaí E,
F,
G & H.","E= aildéid
F= alcóil
G = ailcíní
H= céatóin",,,,
"Taispeántar sa léaráid gaireas a úsáidtear chun gás eitin a ullmhú trí uisce a dhoirteadh ar sholad Q.
Sainaithin solad Q.",déchairbíd chailciam/CaC$_2$,,,,
"Taispeántar sa léaráid gaireas a úsáidtear chun gás eitin a ullmhú trí uisce a dhoirteadh ar sholad Q.
 Scríobh cothromóid chothroimaithe don imoibriú atá ag tarlú.","CaC$_2$ + 2H$_2$O →
C$_2$H$_2$ + Ca(OH)$_2$",,,,
"Taispeántar sa léaráid gaireas a úsáidtear chun gás eitin a ullmhú trí uisce a dhoirteadh ar sholad Q.
Cuir síos ar an athrú datha a bhreathnaítear nuair a chuirtear gás eitin trí phromhadán de
thuaslagán bróimín.","buí/donn
go dtí gan dath/dídathaithe
[dathanna cearta aisiompaithe ....3]",,,,
"Taispeántar sa léaráid gaireas a úsáidtear chun gás eitin a ullmhú trí uisce a dhoirteadh ar sholad Q.
Cad a thugann an t-athrú datha seo le fios faoi eitin?",(tá eitin) neamhsháithithe,,,,
"Gabhann eitin faoi na trí imoibriú a thaispeántar sa léaráid thíos.
Ainmnigh na príomhtháirgí X, Y agus Z de gach imoibriú.","X = eitéin/C$_2$H$_4$
Y = eatánal/CH$_3$CHO
Z = teitreaclóireatán/C$_2$H$_2$Cl$_4$",,,,
