problem,answer,problem_image_1,problem_image_2,answer_image_1,answer_image_2
"Tugtar toilleoir ar ghléas ar deartha chun fuinneamh a stóráil a bhíonn ionann le a choinneáil aige.
I dtoilleoir plátaí comhthreomhara tá plátaí miotail a bhfuil achar 0.0225 $m^2$ acu suite 2 mm ó chéile i bhfolús.
Cuirtear voltas 3 kV ag feidhmiú ar na plátaí. Ríomh an t-uasfhuinneamh poitéinsiúil atá á stóráil sa toilleoir.","$C = \frac{\epsilon A}{d}$
$W = \frac{1}{2}CV^2$
$W = 1.12 \times 10^{-4} J$",,,,
"Tugtar toilleoir ar ghléas ar deartha chun fuinneamh a stóráil a bhíonn ionann le a choinneáil aige.
Ansin cuirtear ábhar ag a bhfuil ceadaíocht choibhneasta de 2 isteach chun spás idir plátaí an toilleora a líonadh go hiomlán. Cén tionchar a bhíonn aige seo ar an uasfhuinneamh poitéinsiúil a stórálann an toilleoir?",méadaíonn sé faoi 2,,,,
"Tugtar toilleoir ar ghléas ar deartha chun fuinneamh a stóráil a bhíonn ionann le a choinneáil aige.
Is féidir toilleoir agus friotóirí a chomh nascadh amaithe a chruthú, cosúil leis na ciorcaid a úsáidtear chun splanc i gceamara a chruthú. Sa learaíd chiorcaid thíos taispeántar friotóir agus toilleoir i sraithcheangal le soláthar cumhachta 30 V. Is é an sruth a bhíonn ag sreabhadh sa chiorcad ag meandar ar leith ná 0.3 mA.
Ríomh an difríocht poitéinsil trasna an fhriotóra ag an meandar sin.","$V = IR$
$V = 7.5 V$",,,,
"Tugtar toilleoir ar ghléas ar deartha chun fuinneamh a stóráil a bhíonn ionann le a choinneáil aige.
Ríomh an lucht atá á choimeád ag an toilleoir ag an meandar sin.","$V_{toilleoir} = 30 - 7.5 \space (22.5 \space V)$
$C = q/V$
$q = 1.91 \times 10^{-3} C$",,,,
"Tugtar toilleoir ar ghléas ar deartha chun fuinneamh a stóráil a bhíonn ionann le a choinneáil aige.
Tarraing learaíd léiriúch de réir plátaí an toilleora luchtaithe a thaispeáint.","cruth
treo",,,,
"Ní mór damhna agus don fhuinneamh go léir sa chruinne nó léi ceann amháin nó níos mó de na ceithre fórsa bhunúsacha a nádúir.
Cé acu ceann de na ceithre fórsa is laige?",fórsa imtharraingthe,,,,
"Ní mór damhna agus don fhuinneamh go léir sa chruinne nó léi ceann amháin nó níos mó de na ceithre fórsa bhunúsacha a nádúir.
Cé acu fórsa atá freagrach as núicléas a cheangal?",fórsa láidir,,,,
"Ní mór damhna agus don fhuinneamh go léir sa chruinne nó léi ceann amháin nó níos mó de na ceithre fórsa bhunúsacha a nádúir.
Luaigh an dá fórsa bhunúsacha den nádúr atá bunaithe ar dhlíthe an chearnfhadaigh inbhéartaigh.","fórsa imtharraingthe, fórsa leictreamaighnéadach",,,,
"Ní mór damhna agus don fhuinneamh go léir sa chruinne nó léi ceann amháin nó níos mó de na ceithre fórsa bhunúsacha a nádúir.
Ainmnigh an fórsa bunúsach a ligeann do bhéite-mheath tarlú.",fórsa lag,,,,
"Nuair a tugadh faoi deara gur cosúil nach raibh móiminteam á imchoimeádadh le linn béite mheatha, mhol Wolfgang Pauli go gcaithfidh go n-astaítear cáithnín breise chun an móiminteam agus an fuinneamh a bhí in easnamh a thabhairt leis. Scríobh Pauli, “Rinne mé drochrud amach inniu nuair a mhol mé cáithnín nach féidir a bhrath; is rud é sin nár chóir do theoiricí ar bith a dhéanamh choíche”.
Sainaithin an cáithnín a mhol Pauli.",neoidríonó,,,,
"Nuair a tugadh faoi deara gur cosúil nach raibh móiminteam á imchoimeádadh le linn béite mheatha, mhol Wolfgang Pauli go gcaithfidh go n-astaítear cáithnín breise chun an móiminteam agus an fuinneamh a bhí in easnamh a thabhairt leis. Scríobh Pauli, “Rinne mé drochrud amach inniu nuair a mhol mé cáithnín nach féidir a bhrath; is rud é sin nár chóir do theoiricí ar bith a dhéanamh choíche”.
Mínigh cén fáth a bhfuil sé deacair an cáithnín seo a bhrath.","mais an-bheag, gan lucht ar bith",,,,
"Nuair a tugadh faoi deara gur cosúil nach raibh móiminteam á imchoimeádadh le linn béite mheatha, mhol Wolfgang Pauli go gcaithfidh go n-astaítear cáithnín breise chun an móiminteam agus an fuinneamh a bhí in easnamh a thabhairt leis. Scríobh Pauli, “Rinne mé drochrud amach inniu nuair a mhol mé cáithnín nach féidir a bhrath; is rud é sin nár chóir do theoiricí ar bith a dhéanamh choíche”.
Scríobh cothromóid a léiríonn meath neodróin $n^1_0$ trí bhéite-mheath.",$^1_0n \rightarrow ^1_1p + ^0_{-1}e + \overline{v}$,,,,
"Nuair a tugadh faoi deara gur cosúil nach raibh móiminteam á imchoimeádadh le linn béite mheatha, mhol Wolfgang Pauli go gcaithfidh go n-astaítear cáithnín breise chun an móiminteam agus an fuinneamh a bhí in easnamh a thabhairt leis. Scríobh Pauli, “Rinne mé drochrud amach inniu nuair a mhol mé cáithnín nach féidir a bhrath; is rud é sin nár chóir do theoiricí ar bith a dhéanamh choíche”.
Ríomh an fuinneamh a scaoiltear le linn an bhéite-mheatha sin.","$E = mc^2$
athrú ar mais = $1.395 \times 10^{-30} (kg)$
$E = 1.25 \times 10^{-13} J$",,,,
"Mar bharóin a rangaítear na neodróin a bhíonn páirteach i mbéite-mheath. Mar leaptóin a rangaítear leictreoin agus posatróin
Luaigh difríocht amháin idir baróin agus leaptóin.",Tá baróin comhdhéanta as cáithníní beaga ach is cáithníní bunúsacha iad leaptóin / baineann an brú láidir le baróin ach ní bhaineann an brú láidir le leaptóin,,,,
"Mar bharóin a rangaítear na neodróin a bhíonn páirteach i mbéite-mheath. Mar leaptóin a rangaítear leictreoin agus posatróin
Tarlaíonn díothú díse nuair a bhuaileann leictreon agus posatrón le chéile.  Scríobh cothromóid a léiríonn an próiseas seo.","$^0_{-1}e \rightarrow ^0_{+1}e \rightarrow 2 \gamma$
// $2mc^2 = 2hf$",,,,
"Is s.a. é an soláthar príomhlíonra cumhachta in Éirinn agus feidhmíonn sé ar mhinicíocht 50 Hz. Bíodh sin mar atá, is é s.d. a bhíonn ag teastáil le go leor gléasanna leictreacha sa teach a úsáid.
Idirdhealaigh idir s.a. agus s.d..","athraíonn s.a. a threo 
sreabhann s.d. in aon treo amháin ",,,,
"Is é an Dr Nicolas Callan a cheap an corna ionduchtúcháin sa bhliain 1836.
Déan cur síos ar conas is féidir corna ionduchtúcháin a úsáid chun voltas s.d. mór a tháirgeadh.","lascann an corna príomhúil as 
réimse maighnéadach athraitheach a théann tríd an gcorna tánaisteach 
flg ionduchtaithe sa chorna tánaisteach",,,,
"Tá John Tyndall ar dhuine de na heolaithe agus de na hoideachasóirí is rathúla a tháinig as Éirinn.  Bhain sé amach buaic eolaíochta an 19ú haois agus i measc na gcairde agus na gcomhoibrithe aige, bhí go leor na heolaithe is mó le rá san aois sin.  Bhí feiniméin teasa, fuaime, solais agus timpeallachta ar na hábhair spéis aige. I measc an iliomad gaiscí a bhain sé amach, b’fhéidir gur fearr aithne air mar gheall ar an míniú a thug sé ar an gcúis a bhfuil an spéir gorm – an solas á scaipeadh ag cáithníní beaga atá ar crochadh san atmaisféar.  Scaiptear an solas gorm níos mó ná dathanna eile toisc go dtaistealaíonn sé ag tonnfhaid níos gaire.  Gorm Tyndall a thugtar ar an dath seo. An príomhábhar spéise eolaíochta a bhí aige ná an staidéar ar idirghníomhú an tsolais leis an damhna, le gáis go háirithe. Rinne sé staidéar ar ionsú na radaíochta infridheirge ag gáis a fhaightear san atmaisfear.  Is é a rinne na chéad staidéir ar thruailliú atmaisféarach i Londain. Arna chóiriú as: ‘The Ascent of John Tyndall: Victorian Scientist, Mountaineer, and Public Intellectual’ (Roland Jackson) Oxford University Press 2018
Is dath príomhúil de chuid an tsolais é gorm
Ainmnigh an dá dhath phríomhúla solais eile.","dearg, glas",,,,
"Tá John Tyndall ar dhuine de na heolaithe agus de na hoideachasóirí is rathúla a tháinig as Éirinn.  Bhain sé amach buaic eolaíochta an 19ú haois agus i measc na gcairde agus na gcomhoibrithe aige, bhí go leor na heolaithe is mó le rá san aois sin.  Bhí feiniméin teasa, fuaime, solais agus timpeallachta ar na hábhair spéis aige. I measc an iliomad gaiscí a bhain sé amach, b’fhéidir gur fearr aithne air mar gheall ar an míniú a thug sé ar an gcúis a bhfuil an spéir gorm – an solas á scaipeadh ag cáithníní beaga atá ar crochadh san atmaisféar.  Scaiptear an solas gorm níos mó ná dathanna eile toisc go dtaistealaíonn sé ag tonnfhaid níos gaire.  Gorm Tyndall a thugtar ar an dath seo. An príomhábhar spéise eolaíochta a bhí aige ná an staidéar ar idirghníomhú an tsolais leis an damhna, le gáis go háirithe. Rinne sé staidéar ar ionsú na radaíochta infridheirge ag gáis a fhaightear san atmaisfear.  Is é a rinne na chéad staidéir ar thruailliú atmaisféarach i Londain. Arna chóiriú as: ‘The Ascent of John Tyndall: Victorian Scientist, Mountaineer, and Public Intellectual’ (Roland Jackson) Oxford University Press 2018
Is dath príomhúil de chuid an tsolais é gorm
Ainmnigh an dath tánaisteach a tháirgtear leis an dá dhath phríomhúla sin.",buí,,,,
"Tá John Tyndall ar dhuine de na heolaithe agus de na hoideachasóirí is rathúla a tháinig as Éirinn.  Bhain sé amach buaic eolaíochta an 19ú haois agus i measc na gcairde agus na gcomhoibrithe aige, bhí go leor na heolaithe is mó le rá san aois sin.  Bhí feiniméin teasa, fuaime, solais agus timpeallachta ar na hábhair spéis aige. I measc an iliomad gaiscí a bhain sé amach, b’fhéidir gur fearr aithne air mar gheall ar an míniú a thug sé ar an gcúis a bhfuil an spéir gorm – an solas á scaipeadh ag cáithníní beaga atá ar crochadh san atmaisféar.  Scaiptear an solas gorm níos mó ná dathanna eile toisc go dtaistealaíonn sé ag tonnfhaid níos gaire.  Gorm Tyndall a thugtar ar an dath seo. An príomhábhar spéise eolaíochta a bhí aige ná an staidéar ar idirghníomhú an tsolais leis an damhna, le gáis go háirithe. Rinne sé staidéar ar ionsú na radaíochta infridheirge ag gáis a fhaightear san atmaisfear.  Is é a rinne na chéad staidéir ar thruailliú atmaisféarach i Londain. Arna chóiriú as: ‘The Ascent of John Tyndall: Victorian Scientist, Mountaineer, and Public Intellectual’ (Roland Jackson) Oxford University Press 2018
Cad is brí le spré solais?","solas a bhriseadh
 ina dhathanna éagsúla",,,,
"Tá John Tyndall ar dhuine de na heolaithe agus de na hoideachasóirí is rathúla a tháinig as Éirinn.  Bhain sé amach buaic eolaíochta an 19ú haois agus i measc na gcairde agus na gcomhoibrithe aige, bhí go leor na heolaithe is mó le rá san aois sin.  Bhí feiniméin teasa, fuaime, solais agus timpeallachta ar na hábhair spéis aige. I measc an iliomad gaiscí a bhain sé amach, b’fhéidir gur fearr aithne air mar gheall ar an míniú a thug sé ar an gcúis a bhfuil an spéir gorm – an solas á scaipeadh ag cáithníní beaga atá ar crochadh san atmaisféar.  Scaiptear an solas gorm níos mó ná dathanna eile toisc go dtaistealaíonn sé ag tonnfhaid níos gaire.  Gorm Tyndall a thugtar ar an dath seo. An príomhábhar spéise eolaíochta a bhí aige ná an staidéar ar idirghníomhú an tsolais leis an damhna, le gáis go háirithe. Rinne sé staidéar ar ionsú na radaíochta infridheirge ag gáis a fhaightear san atmaisfear.  Is é a rinne na chéad staidéir ar thruailliú atmaisféarach i Londain. Arna chóiriú as: ‘The Ascent of John Tyndall: Victorian Scientist, Mountaineer, and Public Intellectual’ (Roland Jackson) Oxford University Press 2018
Ainmnigh dhá earra eile is féidir a úsáid chun solas a spré.",dhá rud,,,,
"Tá John Tyndall ar dhuine de na heolaithe agus de na hoideachasóirí is rathúla a tháinig as Éirinn.  Bhain sé amach buaic eolaíochta an 19ú haois agus i measc na gcairde agus na gcomhoibrithe aige, bhí go leor na heolaithe is mó le rá san aois sin.  Bhí feiniméin teasa, fuaime, solais agus timpeallachta ar na hábhair spéis aige. I measc an iliomad gaiscí a bhain sé amach, b’fhéidir gur fearr aithne air mar gheall ar an míniú a thug sé ar an gcúis a bhfuil an spéir gorm – an solas á scaipeadh ag cáithníní beaga atá ar crochadh san atmaisféar.  Scaiptear an solas gorm níos mó ná dathanna eile toisc go dtaistealaíonn sé ag tonnfhaid níos gaire.  Gorm Tyndall a thugtar ar an dath seo. An príomhábhar spéise eolaíochta a bhí aige ná an staidéar ar idirghníomhú an tsolais leis an damhna, le gáis go háirithe. Rinne sé staidéar ar ionsú na radaíochta infridheirge ag gáis a fhaightear san atmaisfear.  Is é a rinne na chéad staidéir ar thruailliú atmaisféarach i Londain. Arna chóiriú as: ‘The Ascent of John Tyndall: Victorian Scientist, Mountaineer, and Public Intellectual’ (Roland Jackson) Oxford University Press 2018
Comhathraíonn an chomhéifeacht athraonta atá ag meán le haghaidh tonnfhaid solais dhifriúla.  Dá bhrí sin, gluaiseann dathanna difriúla ag luasanna difriúla agus castar iad trí uillinneacha difriúla
Mínigh cad is brí le comhéifeacht athraonta.","an cóimheas idir síneas na huillinne ionsaithe  // foirmle [3] 
agus síneas na huillinne athraonta  // nodaireacht ",,,,
"Tá John Tyndall ar dhuine de na heolaithe agus de na hoideachasóirí is rathúla a tháinig as Éirinn.  Bhain sé amach buaic eolaíochta an 19ú haois agus i measc na gcairde agus na gcomhoibrithe aige, bhí go leor na heolaithe is mó le rá san aois sin.  Bhí feiniméin teasa, fuaime, solais agus timpeallachta ar na hábhair spéis aige. I measc an iliomad gaiscí a bhain sé amach, b’fhéidir gur fearr aithne air mar gheall ar an míniú a thug sé ar an gcúis a bhfuil an spéir gorm – an solas á scaipeadh ag cáithníní beaga atá ar crochadh san atmaisféar.  Scaiptear an solas gorm níos mó ná dathanna eile toisc go dtaistealaíonn sé ag tonnfhaid níos gaire.  Gorm Tyndall a thugtar ar an dath seo. An príomhábhar spéise eolaíochta a bhí aige ná an staidéar ar idirghníomhú an tsolais leis an damhna, le gáis go háirithe. Rinne sé staidéar ar ionsú na radaíochta infridheirge ag gáis a fhaightear san atmaisfear.  Is é a rinne na chéad staidéir ar thruailliú atmaisféarach i Londain. Arna chóiriú as: ‘The Ascent of John Tyndall: Victorian Scientist, Mountaineer, and Public Intellectual’ (Roland Jackson) Oxford University Press 2018
Comhathraíonn an chomhéifeacht athraonta atá ag meán le haghaidh tonnfhaid solais dhifriúla.  Dá bhrí sin, gluaiseann dathanna difriúla ag luasanna difriúla agus castar iad trí uillinneacha difriúla
Is é an chomhéifeacht athraonta atá ag bloc gloine le haghaidh solas dearg ná 1.51, agus 1.53 le haghaidh solas vialait.  Ríomh an difríocht idir luas an tsolais dheirg agus luas an tsolais vialait agus iad ag taisteal tríd an mbloc gloine.","$n = \frac{c_1}{c_2}$ [3]
$c_{dearg} = 1.985 \times 10^8$ (m s$^{-1}$), $c_{vialait} = 1.959 \times 10^8$ (m s$^{-1}$) [2+1]
difríocht $= 2.6 \times 10^6$ m s$^{-1}$ [2]",,,,
"Tá John Tyndall ar dhuine de na heolaithe agus de na hoideachasóirí is rathúla a tháinig as Éirinn.  Bhain sé amach buaic eolaíochta an 19ú haois agus i measc na gcairde agus na gcomhoibrithe aige, bhí go leor na heolaithe is mó le rá san aois sin.  Bhí feiniméin teasa, fuaime, solais agus timpeallachta ar na hábhair spéis aige. I measc an iliomad gaiscí a bhain sé amach, b’fhéidir gur fearr aithne air mar gheall ar an míniú a thug sé ar an gcúis a bhfuil an spéir gorm – an solas á scaipeadh ag cáithníní beaga atá ar crochadh san atmaisféar.  Scaiptear an solas gorm níos mó ná dathanna eile toisc go dtaistealaíonn sé ag tonnfhaid níos gaire.  Gorm Tyndall a thugtar ar an dath seo. An príomhábhar spéise eolaíochta a bhí aige ná an staidéar ar idirghníomhú an tsolais leis an damhna, le gáis go háirithe. Rinne sé staidéar ar ionsú na radaíochta infridheirge ag gáis a fhaightear san atmaisfear.  Is é a rinne na chéad staidéir ar thruailliú atmaisféarach i Londain. Arna chóiriú as: ‘The Ascent of John Tyndall: Victorian Scientist, Mountaineer, and Public Intellectual’ (Roland Jackson) Oxford University Press 2018
Rinne Tyndall obair i réimse na speictreascópachta freisin.  Táirgtear fótón de sholas gorm, de mhinicíocht 6.54 × 1014 Hz i línespeictream astaithe.  Tarlaíonn sé sin nuair a thiteann leictreon ó leibhéal fuinnimh 6 x 10–19 J go dtí leibhéal fuinnimh níos ísle.
Ríomh fuinneamh an leibéil fuinnimh níos ísle.","$E_2 - E_1 = h f$
$1.67 \times 10^{-19} \, \text{J}$",,,,
"Tá John Tyndall ar dhuine de na heolaithe agus de na hoideachasóirí is rathúla a tháinig as Éirinn.  Bhain sé amach buaic eolaíochta an 19ú haois agus i measc na gcairde agus na gcomhoibrithe aige, bhí go leor na heolaithe is mó le rá san aois sin.  Bhí feiniméin teasa, fuaime, solais agus timpeallachta ar na hábhair spéis aige. I measc an iliomad gaiscí a bhain sé amach, b’fhéidir gur fearr aithne air mar gheall ar an míniú a thug sé ar an gcúis a bhfuil an spéir gorm – an solas á scaipeadh ag cáithníní beaga atá ar crochadh san atmaisféar.  Scaiptear an solas gorm níos mó ná dathanna eile toisc go dtaistealaíonn sé ag tonnfhaid níos gaire.  Gorm Tyndall a thugtar ar an dath seo. An príomhábhar spéise eolaíochta a bhí aige ná an staidéar ar idirghníomhú an tsolais leis an damhna, le gáis go háirithe. Rinne sé staidéar ar ionsú na radaíochta infridheirge ag gáis a fhaightear san atmaisfear.  Is é a rinne na chéad staidéir ar thruailliú atmaisféarach i Londain. Arna chóiriú as: ‘The Ascent of John Tyndall: Victorian Scientist, Mountaineer, and Public Intellectual’ (Roland Jackson) Oxford University Press 2018
Rinne Tyndall obair i réimse na speictreascópachta freisin.  Táirgtear fótón de sholas gorm, de mhinicíocht 6.54 × 1014 Hz i línespeictream astaithe.  Tarlaíonn sé sin nuair a thiteann leictreon ó leibhéal fuinnimh 6 x 10–19 J go dtí leibhéal fuinnimh níos ísle.
Idirdhealaigh idir línespeictream astaithe agus speictream astaithe leanúnach.","línespeictrim: bíonn bearnaí iontu / bíonn tonnfhaid ar leith iontu ach i gcás 
speictrim leanúnacha: ní bhíonn bearnaí iontu / bíonn na tonnfhaid go léir iontu",,,,
"Tá John Tyndall ar dhuine de na heolaithe agus de na hoideachasóirí is rathúla a tháinig as Éirinn.  Bhain sé amach buaic eolaíochta an 19ú haois agus i measc na gcairde agus na gcomhoibrithe aige, bhí go leor na heolaithe is mó le rá san aois sin.  Bhí feiniméin teasa, fuaime, solais agus timpeallachta ar na hábhair spéis aige. I measc an iliomad gaiscí a bhain sé amach, b’fhéidir gur fearr aithne air mar gheall ar an míniú a thug sé ar an gcúis a bhfuil an spéir gorm – an solas á scaipeadh ag cáithníní beaga atá ar crochadh san atmaisféar.  Scaiptear an solas gorm níos mó ná dathanna eile toisc go dtaistealaíonn sé ag tonnfhaid níos gaire.  Gorm Tyndall a thugtar ar an dath seo. An príomhábhar spéise eolaíochta a bhí aige ná an staidéar ar idirghníomhú an tsolais leis an damhna, le gáis go háirithe. Rinne sé staidéar ar ionsú na radaíochta infridheirge ag gáis a fhaightear san atmaisfear.  Is é a rinne na chéad staidéir ar thruailliú atmaisféarach i Londain. Arna chóiriú as: ‘The Ascent of John Tyndall: Victorian Scientist, Mountaineer, and Public Intellectual’ (Roland Jackson) Oxford University Press 2018
Rinne Tyndall obair i réimse na speictreascópachta freisin.  Táirgtear fótón de sholas gorm, de mhinicíocht 6.54 × 1014 Hz i línespeictream astaithe.  Tarlaíonn sé sin nuair a thiteann leictreon ó leibhéal fuinnimh 6 x 10–19 J go dtí leibhéal fuinnimh níos ísle.
Luaigh úsáid amháin a bhaintear as an speictreascópacht mar uirlis san eolaíocht.",úsáid amháin,,,,
"Tá John Tyndall ar dhuine de na heolaithe agus de na hoideachasóirí is rathúla a tháinig as Éirinn.  Bhain sé amach buaic eolaíochta an 19ú haois agus i measc na gcairde agus na gcomhoibrithe aige, bhí go leor na heolaithe is mó le rá san aois sin.  Bhí feiniméin teasa, fuaime, solais agus timpeallachta ar na hábhair spéis aige. I measc an iliomad gaiscí a bhain sé amach, b’fhéidir gur fearr aithne air mar gheall ar an míniú a thug sé ar an gcúis a bhfuil an spéir gorm – an solas á scaipeadh ag cáithníní beaga atá ar crochadh san atmaisféar.  Scaiptear an solas gorm níos mó ná dathanna eile toisc go dtaistealaíonn sé ag tonnfhaid níos gaire.  Gorm Tyndall a thugtar ar an dath seo. An príomhábhar spéise eolaíochta a bhí aige ná an staidéar ar idirghníomhú an tsolais leis an damhna, le gáis go háirithe. Rinne sé staidéar ar ionsú na radaíochta infridheirge ag gáis a fhaightear san atmaisfear.  Is é a rinne na chéad staidéir ar thruailliú atmaisféarach i Londain. Arna chóiriú as: ‘The Ascent of John Tyndall: Victorian Scientist, Mountaineer, and Public Intellectual’ (Roland Jackson) Oxford University Press 2018
Is cuid den speictream leictreamaighnéadach í an radaíocht infridhearg.  Liostaigh ceithre chuid eile ar bith den speictream leictreamaighnéadach in ord méadaitheach a minicíochta.",4 cinn ar bith ainmnithe ord,,,,
"Is comórtas é Ireland’s Fittest Family ina dtéann teaghlaigh in iomaíocht thar raon de dhúshláin aclaíochta éagsúla.  Sna dúshláin seo léirítear go leor de chuid phrionsabail na fisice ag obair.
Luaigh dlí imchoimeád an fhuinnimh. ",ní féidir fuinneamh a chruthú ná a scriosadh,,,,
"Tá fear in iomaíocht i rás ina bhfuil ar na hiomaitheoirí sleamhnú ó ardán cothrománach anuas sleamhnán atá 2.4 m ar fad.  Tá an sleamhnán ar uillinn 32° leis an gcothromán ón ardán.  Tá bun an tsleamhnáin fad ceartingearach 90 cm os cionn an uisce
Ríomh airde an ardáin os cionn dhromchla an uisce.","airde an tsleamhnáin = 2.4 sin 32° (= 1.27 m)
airde iomlán = 1.27 + 0.9 = 2.17 m",,,,
"Tá fear in iomaíocht i rás ina bhfuil ar na hiomaitheoirí sleamhnú ó ardán cothrománach anuas sleamhnán atá 2.4 m ar fad.  Tá an sleamhnán ar uillinn 32° leis an gcothromán ón ardán.  Tá bun an tsleamhnáin fad ceartingearach 90 cm os cionn an uisce
Tosaíonn an fear ó fhos.  Ríomh a threoluas agus é ag dul isteach san uisce. Glac leis nach bhfuil frithchuimilt ar bith ar an sleamhnán.","$mgh = \frac{1}{2}mv^2$ [3]
$v = 6.52$ m s$^{-1}$ [3]",,,,
"Is núicléas éagobhsaí é Ra–224 de chuid raidiam.
Meathann Ra–224 trí alfa-cháithnín a scaoileadh.  Scríobh cothromóid núicléach le haghaidh an mheatha seo.",$_{88}^{224}Ra \rightarrow _{2}^{4}He + _{86}^{220}Rn$,,,,
"Is núicléas éagobhsaí é Ra–224 de chuid raidiam.
Meathann sampla de Ra–224 agus foirmítear Pb–208 uaidh, ar iseatóip de chuid luaidhe é. 
Cé mhéad alfa-cháithnín a scaoiltear? ",4,,,,
"Is núicléas éagobhsaí é Ra–224 de chuid raidiam.
Meathann sampla de Ra–224 agus foirmítear Pb–208 uaidh, ar iseatóip de chuid luaidhe é. 
Cé mhéad béite-cháithnín a scaoiltear? ",2,,,,
"Is núicléas éagobhsaí é Ra–224 de chuid raidiam.
Tá leathré 3.6 lá ag Ra–224
Mínigh cad is brí le leathré","an méid ama a thógann sé
 chun meath a theacht ar leath de na núicléis ",,,,
"Is núicléas éagobhsaí é Ra–224 de chuid raidiam.
Tá leathré 3.6 lá ag Ra–224
Ríomh an líon iomlán alfa-cháithníní sa tsoicind a astaíonn sampla de Ra–224 ina bhfuil 4.7 × 10$^{14}$ adamh","$T_{\frac{1}{2}} = \frac{ln2}{\lambda}$ [3]
$A = \lambda N$ [3]
$A = 1.05 \times 10^{9}$ (Bq) [3]",,,,
Cad is brí le hastú teirmianach?,"astú leictreon 
as dromchla miotail the",,,,
"Nuair a bhuaileann leictreon ardluais scáileán ascalascóip, táirgtear an solas glas a fheictear.
Ríomh an voltas is ísle atá ag teastáil trasna an fheadáin chun go mbeidh treoluas 2.7 × 10$^7$ m s$^{-1}$ ag leictreon","$E_k = \frac{1}{2}mv^2$ or $W = qV$ [3]
$qV = \frac{1}{2}mv^2$ [3]
$V = 2072$ V [3]",,,,
"Nuair a bhuaileann leictreon ardluais scáileán ascalascóip, táirgtear an solas glas a fheictear.
Cén difríocht atá idir an iarmhairt fhótaileictreach agus astú teirmianach?",(tá gá le fuinneamh) solais le haghaidh scaoileadh an leictreoin,,,,
"Seoltar solas glas arb é 530 nm a thonnfhad trí ghríl díraonta ar a bhfuil 400 líne in aghaidh an mm.
Ríomh uillinn na deighilte idir na híomhánna den dara hord.","$d = \frac{1}{number\ of\ lines\ per\ metre}$ [3]
$n\lambda = d\sin i$ [3]
$\theta = 25.1$ [3]
angle of separation $= 50.2^\circ$ [3]",,,,
"Seoltar solas glas arb é 530 nm a thonnfhad trí ghríl díraonta ar a bhfuil 400 líne in aghaidh an mm.
Ainmnigh dath difriúil solais a d'fhéadfaí a úsáid chun go mbeadh an uillinn deighilte níos mó.",dearg / oráiste / buí,,,,
"Seoltar solas glas arb é 530 nm a thonnfhad trí ghríl díraonta ar a bhfuil 400 líne in aghaidh an mm.
Mínigh conas a bhíonn tionchar ag an líon línte in aghaidh an mm ar an ngríl díraonta ar uillinn na deighilte.",bíonn an uillinn níos mó nuair a bhíonn níos mó línte ann in aghaidh an mm,,,,
